location,name,category,price,cost,utility,quantity,total,total_utility,Year,Month,Day_name,Day,Hour,sale_timestamp
Downtown,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,April,Friday,5,10,2024-04-05 10:21:00
Mall,Sandwich,Food,2.83,1.48,1.35,3,8.49,4.05,2024,January,Wednesday,17,5,2024-01-17 05:07:00
University District,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,February,Sunday,18,4,2024-02-18 04:28:00
Downtown,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,February,Tuesday,13,5,2024-02-13 05:21:00
Financial District,Smoothie,Food,3.94,2.06,1.88,2,7.88,3.76,2024,February,Wednesday,7,14,2024-02-07 14:22:00
Mall,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,April,Wednesday,10,3,2024-04-10 03:52:00
Financial District,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,February,Thursday,15,18,2024-02-15 18:43:00
University District,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,February,Friday,2,13,2024-02-02 13:31:00
Suburbs,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,March,Thursday,14,3,2024-03-14 03:41:00
University District,Bagel,Bakery,2.09,1.09,1.0,3,6.27,3.0,2024,April,Thursday,11,23,2024-04-11 23:10:00
Mall,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,January,Tuesday,2,9,2024-01-02 09:23:00
University District,Flat White,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,April,Thursday,18,19,2024-04-18 19:19:00
University District,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,January,Saturday,27,17,2024-01-27 17:53:00
Mall,Espresso,Coffee,3.69,1.93,1.76,3,11.07,5.28,2024,March,Thursday,21,17,2024-03-21 17:08:00
Mall,Macchiato,Coffee,2.26,1.18,1.08,2,4.52,2.16,2024,March,Sunday,3,21,2024-03-03 21:21:00
Financial District,Flat White,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,January,Thursday,18,19,2024-01-18 19:52:00
Downtown,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,January,Tuesday,30,0,2024-01-30 00:59:00
Suburbs,Latte,Coffee,6.28,3.28,3.0,3,18.84,9.0,2024,March,Thursday,14,4,2024-03-14 04:48:00
Suburbs,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,April,Monday,22,23,2024-04-22 23:15:00
Suburbs,Bagel,Bakery,2.09,1.09,1.0,3,6.27,3.0,2024,March,Friday,22,1,2024-03-22 01:07:00
University District,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,March,Friday,15,13,2024-03-15 13:36:00
Mall,Wrap,Food,4.36,2.28,2.08,3,13.08,6.24,2024,March,Saturday,16,12,2024-03-16 12:57:00
Mall,Espresso,Coffee,3.69,1.93,1.76,2,7.38,3.52,2024,March,Wednesday,20,19,2024-03-20 19:17:00
Mall,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,April,Monday,29,3,2024-04-29 03:10:00
Downtown,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,February,Monday,26,17,2024-02-26 17:54:00
Mall,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,February,Wednesday,28,3,2024-02-28 03:52:00
Mall,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,February,Wednesday,21,5,2024-02-21 05:38:00
University District,Bagel,Bakery,2.09,1.09,1.0,3,6.27,3.0,2024,March,Sunday,31,1,2024-03-31 01:22:00
Financial District,Flat White,Coffee,2.7,1.41,1.29,4,10.8,5.16,2024,March,Saturday,23,4,2024-03-23 04:46:00
Suburbs,Tea,Drink,3.31,1.73,1.58,2,6.62,3.16,2024,April,Saturday,6,5,2024-04-06 05:28:00
University District,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,March,Friday,29,21,2024-03-29 21:57:00
University District,Smoothie,Food,3.94,2.06,1.88,2,7.88,3.76,2024,January,Saturday,20,16,2024-01-20 16:37:00
University District,Latte,Coffee,6.28,3.28,3.0,2,12.56,6.0,2024,February,Friday,2,2,2024-02-02 02:52:00
Suburbs,Wrap,Food,4.36,2.28,2.08,2,8.72,4.16,2024,April,Monday,22,16,2024-04-22 16:44:00
University District,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,January,Friday,5,2,2024-01-05 02:07:00
Financial District,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,February,Tuesday,27,21,2024-02-27 21:58:00
Mall,Mocha,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,April,Thursday,25,5,2024-04-25 05:28:00
Financial District,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,January,Friday,5,4,2024-01-05 04:40:00
Mall,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,April,Wednesday,10,8,2024-04-10 08:32:00
Mall,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,March,Friday,29,22,2024-03-29 22:13:00
University District,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,March,Tuesday,19,6,2024-03-19 06:45:00
University District,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,January,Saturday,20,16,2024-01-20 16:51:00
Suburbs,Wrap,Food,4.36,2.28,2.08,4,17.44,8.32,2024,April,Sunday,14,17,2024-04-14 17:16:00
Downtown,Croissant,Bakery,6.36,3.32,3.04,2,12.72,6.08,2024,February,Saturday,17,3,2024-02-17 03:19:00
Financial District,Americano,Coffee,4.69,2.45,2.24,2,9.38,4.48,2024,April,Saturday,6,0,2024-04-06 00:20:00
Suburbs,Salad,Food,3.37,1.76,1.61,3,10.11,4.83,2024,March,Sunday,10,3,2024-03-10 03:02:00
Suburbs,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,February,Sunday,11,9,2024-02-11 09:00:00
Financial District,Flat White,Coffee,2.7,1.41,1.29,4,10.8,5.16,2024,February,Thursday,1,9,2024-02-01 09:36:00
Financial District,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,January,Tuesday,16,7,2024-01-16 07:24:00
Mall,Salad,Food,3.37,1.76,1.61,4,13.48,6.44,2024,January,Monday,8,9,2024-01-08 09:00:00
Downtown,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,January,Monday,15,9,2024-01-15 09:23:00
University District,Iced Mocha,Coffee,5.19,2.71,2.48,2,10.38,4.96,2024,January,Monday,29,13,2024-01-29 13:42:00
Downtown,Mocha,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,January,Monday,29,19,2024-01-29 19:43:00
Downtown,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,April,Monday,22,0,2024-04-22 00:35:00
University District,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,April,Tuesday,23,20,2024-04-23 20:12:00
Downtown,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,April,Wednesday,3,23,2024-04-03 23:26:00
Suburbs,Croissant,Bakery,6.36,3.32,3.04,3,19.08,9.12,2024,April,Thursday,18,1,2024-04-18 01:02:00
Suburbs,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,March,Tuesday,12,9,2024-03-12 09:57:00
University District,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,February,Sunday,18,13,2024-02-18 13:37:00
University District,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,April,Tuesday,23,7,2024-04-23 07:54:00
Financial District,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,February,Thursday,29,4,2024-02-29 04:09:00
Financial District,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,April,Sunday,21,14,2024-04-21 14:45:00
Downtown,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,April,Monday,15,11,2024-04-15 11:34:00
Downtown,Mocha,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,February,Tuesday,20,6,2024-02-20 06:43:00
University District,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,February,Friday,2,14,2024-02-02 14:24:00
Downtown,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,January,Friday,26,0,2024-01-26 00:02:00
Mall,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,January,Saturday,13,3,2024-01-13 03:57:00
Suburbs,Muffin,Bakery,5.75,3.0,2.75,3,17.25,8.25,2024,February,Friday,23,17,2024-02-23 17:26:00
Downtown,Sandwich,Food,2.83,1.48,1.35,4,11.32,5.4,2024,January,Monday,8,8,2024-01-08 08:29:00
Downtown,Bagel,Bakery,2.09,1.09,1.0,2,4.18,2.0,2024,February,Sunday,11,17,2024-02-11 17:57:00
Financial District,Latte,Coffee,6.28,3.28,3.0,4,25.12,12.0,2024,March,Friday,29,10,2024-03-29 10:20:00
Mall,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,February,Sunday,11,3,2024-02-11 03:44:00
Downtown,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,January,Thursday,25,4,2024-01-25 04:30:00
Suburbs,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,February,Sunday,11,8,2024-02-11 08:24:00
Downtown,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,January,Thursday,4,5,2024-01-04 05:07:00
University District,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,March,Thursday,28,10,2024-03-28 10:14:00
Mall,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,March,Saturday,23,1,2024-03-23 01:19:00
Downtown,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,March,Monday,18,9,2024-03-18 09:26:00
Mall,Macchiato,Coffee,2.26,1.18,1.08,2,4.52,2.16,2024,April,Thursday,18,16,2024-04-18 16:46:00
Downtown,Flat White,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,February,Monday,19,17,2024-02-19 17:54:00
Suburbs,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,April,Tuesday,23,9,2024-04-23 09:41:00
Suburbs,Smoothie,Food,3.94,2.06,1.88,2,7.88,3.76,2024,March,Monday,11,21,2024-03-11 21:51:00
Mall,Tea,Drink,3.31,1.73,1.58,3,9.93,4.74,2024,March,Tuesday,12,13,2024-03-12 13:20:00
Financial District,Cold Brew,Coffee,5.9,3.08,2.82,2,11.8,5.64,2024,January,Monday,15,19,2024-01-15 19:41:00
Financial District,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,January,Thursday,11,16,2024-01-11 16:15:00
University District,Wrap,Food,4.36,2.28,2.08,6,26.16,12.48,2024,March,Thursday,7,10,2024-03-07 10:02:00
Financial District,Sandwich,Food,2.83,1.48,1.35,2,5.66,2.7,2024,February,Thursday,15,13,2024-02-15 13:47:00
Mall,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,March,Wednesday,20,23,2024-03-20 23:05:00
Financial District,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,February,Tuesday,13,9,2024-02-13 09:55:00
University District,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,January,Tuesday,2,7,2024-01-02 07:24:00
Downtown,Sandwich,Food,2.83,1.48,1.35,3,8.49,4.05,2024,February,Saturday,24,20,2024-02-24 20:08:00
Financial District,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,March,Tuesday,19,4,2024-03-19 04:26:00
Mall,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,February,Thursday,29,1,2024-02-29 01:21:00
Mall,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,February,Sunday,25,8,2024-02-25 08:58:00
University District,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,February,Thursday,22,14,2024-02-22 14:47:00
University District,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,March,Thursday,14,13,2024-03-14 13:46:00
Suburbs,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,January,Monday,29,6,2024-01-29 06:40:00
Suburbs,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,January,Sunday,7,15,2024-01-07 15:55:00
Suburbs,Sandwich,Food,2.83,1.48,1.35,4,11.32,5.4,2024,February,Thursday,29,11,2024-02-29 11:03:00
Downtown,Flat White,Coffee,2.7,1.41,1.29,3,8.1,3.87,2024,April,Thursday,25,3,2024-04-25 03:41:00
Mall,Sandwich,Food,2.83,1.48,1.35,5,14.15,6.75,2024,January,Wednesday,10,15,2024-01-10 15:58:00
Suburbs,Flat White,Coffee,2.7,1.41,1.29,5,13.5,6.45,2024,March,Saturday,30,8,2024-03-30 08:20:00
Mall,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,January,Sunday,21,19,2024-01-21 19:44:00
University District,Espresso,Coffee,3.69,1.93,1.76,2,7.38,3.52,2024,March,Saturday,16,4,2024-03-16 04:48:00
Downtown,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,January,Thursday,11,23,2024-01-11 23:33:00
University District,Muffin,Bakery,5.75,3.0,2.75,2,11.5,5.5,2024,April,Thursday,4,2,2024-04-04 02:58:00
Mall,Smoothie,Food,3.94,2.06,1.88,3,11.82,5.64,2024,January,Thursday,25,7,2024-01-25 07:19:00
Suburbs,Salad,Food,3.37,1.76,1.61,2,6.74,3.22,2024,February,Saturday,10,8,2024-02-10 08:35:00
University District,Bagel,Bakery,2.09,1.09,1.0,3,6.27,3.0,2024,April,Monday,29,14,2024-04-29 14:36:00
Financial District,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,March,Saturday,16,11,2024-03-16 11:55:00
Downtown,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,March,Sunday,3,17,2024-03-03 17:33:00
Mall,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,January,Sunday,14,16,2024-01-14 16:19:00
Suburbs,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,April,Monday,8,23,2024-04-08 23:53:00
University District,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,February,Tuesday,27,23,2024-02-27 23:58:00
Downtown,Americano,Coffee,4.69,2.45,2.24,3,14.07,6.72,2024,April,Monday,22,18,2024-04-22 18:46:00
Suburbs,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,March,Saturday,23,14,2024-03-23 14:30:00
University District,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,February,Tuesday,27,23,2024-02-27 23:02:00
Mall,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,April,Saturday,6,19,2024-04-06 19:25:00
Financial District,Iced Latte,Coffee,4.71,2.46,2.25,4,18.84,9.0,2024,February,Sunday,25,13,2024-02-25 13:16:00
Financial District,Espresso,Coffee,3.69,1.93,1.76,4,14.76,7.04,2024,February,Thursday,15,13,2024-02-15 13:45:00
Mall,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,January,Monday,15,10,2024-01-15 10:30:00
Downtown,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,April,Thursday,4,20,2024-04-04 20:02:00
Mall,Tea,Drink,3.31,1.73,1.58,2,6.62,3.16,2024,February,Saturday,3,8,2024-02-03 08:55:00
University District,Cappuccino,Coffee,5.29,2.76,2.53,2,10.58,5.06,2024,March,Saturday,16,12,2024-03-16 12:39:00
Downtown,Flat White,Coffee,2.7,1.41,1.29,3,8.1,3.87,2024,March,Saturday,23,5,2024-03-23 05:14:00
Financial District,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,March,Saturday,9,4,2024-03-09 04:03:00
University District,Latte,Coffee,6.28,3.28,3.0,3,18.84,9.0,2024,April,Saturday,13,5,2024-04-13 05:45:00
Suburbs,Wrap,Food,4.36,2.28,2.08,1,4.36,2.08,2024,April,Saturday,27,5,2024-04-27 05:38:00
Suburbs,Latte,Coffee,6.28,3.28,3.0,2,12.56,6.0,2024,January,Thursday,25,23,2024-01-25 23:52:00
Suburbs,Croissant,Bakery,6.36,3.32,3.04,2,12.72,6.08,2024,January,Saturday,27,3,2024-01-27 03:04:00
Financial District,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,March,Sunday,3,7,2024-03-03 07:13:00
Mall,Tea,Drink,3.31,1.73,1.58,2,6.62,3.16,2024,April,Tuesday,16,17,2024-04-16 17:35:00
Downtown,Macchiato,Coffee,2.26,1.18,1.08,2,4.52,2.16,2024,March,Monday,4,12,2024-03-04 12:31:00
Financial District,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,April,Monday,1,3,2024-04-01 03:00:00
University District,Tea,Drink,3.31,1.73,1.58,2,6.62,3.16,2024,April,Thursday,11,14,2024-04-11 14:55:00
University District,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,January,Wednesday,17,23,2024-01-17 23:29:00
Suburbs,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,March,Sunday,31,17,2024-03-31 17:50:00
Downtown,Salad,Food,3.37,1.76,1.61,2,6.74,3.22,2024,March,Friday,29,16,2024-03-29 16:10:00
Suburbs,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,March,Friday,8,10,2024-03-08 10:58:00
University District,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,March,Thursday,21,20,2024-03-21 20:05:00
University District,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,January,Tuesday,30,9,2024-01-30 09:14:00
Mall,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,April,Wednesday,10,10,2024-04-10 10:10:00
Mall,Cheesecake,Bakery,2.82,1.47,1.35,2,5.64,2.7,2024,February,Saturday,17,3,2024-02-17 03:39:00
Mall,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,January,Saturday,20,2,2024-01-20 02:28:00
Suburbs,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,February,Saturday,17,16,2024-02-17 16:03:00
Downtown,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,April,Thursday,4,22,2024-04-04 22:20:00
Mall,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,March,Thursday,21,16,2024-03-21 16:29:00
Financial District,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,January,Monday,29,18,2024-01-29 18:09:00
Mall,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,January,Thursday,11,13,2024-01-11 13:00:00
Suburbs,Espresso,Coffee,3.69,1.93,1.76,2,7.38,3.52,2024,April,Tuesday,9,14,2024-04-09 14:49:00
Downtown,Iced Mocha,Coffee,5.19,2.71,2.48,2,10.38,4.96,2024,January,Wednesday,31,5,2024-01-31 05:48:00
Mall,Cappuccino,Coffee,5.29,2.76,2.53,3,15.87,7.59,2024,March,Friday,29,7,2024-03-29 07:11:00
Downtown,Americano,Coffee,4.69,2.45,2.24,2,9.38,4.48,2024,March,Wednesday,27,8,2024-03-27 08:03:00
Financial District,Sandwich,Food,2.83,1.48,1.35,2,5.66,2.7,2024,February,Thursday,8,4,2024-02-08 04:43:00
University District,Cold Brew,Coffee,5.9,3.08,2.82,2,11.8,5.64,2024,January,Monday,15,2,2024-01-15 02:39:00
Downtown,Sandwich,Food,2.83,1.48,1.35,4,11.32,5.4,2024,April,Monday,22,7,2024-04-22 07:57:00
Mall,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,March,Wednesday,20,14,2024-03-20 14:37:00
Suburbs,Smoothie,Food,3.94,2.06,1.88,4,15.76,7.52,2024,January,Wednesday,17,2,2024-01-17 02:54:00
Suburbs,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,February,Tuesday,6,17,2024-02-06 17:01:00
Suburbs,Sandwich,Food,2.83,1.48,1.35,3,8.49,4.05,2024,March,Thursday,28,14,2024-03-28 14:02:00
Suburbs,Cheesecake,Bakery,2.82,1.47,1.35,2,5.64,2.7,2024,March,Friday,8,2,2024-03-08 02:49:00
Downtown,Latte,Coffee,6.28,3.28,3.0,2,12.56,6.0,2024,February,Sunday,4,11,2024-02-04 11:35:00
Suburbs,Bagel,Bakery,2.09,1.09,1.0,2,4.18,2.0,2024,March,Sunday,24,3,2024-03-24 03:39:00
University District,Espresso,Coffee,3.69,1.93,1.76,2,7.38,3.52,2024,March,Monday,11,10,2024-03-11 10:01:00
Financial District,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,March,Monday,18,16,2024-03-18 16:52:00
Downtown,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,January,Sunday,7,16,2024-01-07 16:57:00
Downtown,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,April,Thursday,4,3,2024-04-04 03:52:00
Suburbs,Bagel,Bakery,2.09,1.09,1.0,2,4.18,2.0,2024,March,Thursday,21,23,2024-03-21 23:05:00
Suburbs,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,April,Friday,26,8,2024-04-26 08:36:00
Downtown,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,January,Sunday,21,12,2024-01-21 12:57:00
Suburbs,Muffin,Bakery,5.75,3.0,2.75,2,11.5,5.5,2024,January,Monday,22,5,2024-01-22 05:18:00
Suburbs,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,March,Friday,15,9,2024-03-15 09:46:00
Suburbs,Bagel,Bakery,2.09,1.09,1.0,3,6.27,3.0,2024,April,Monday,1,20,2024-04-01 20:42:00
Suburbs,Wrap,Food,4.36,2.28,2.08,3,13.08,6.24,2024,February,Wednesday,14,7,2024-02-14 07:27:00
Suburbs,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,March,Wednesday,20,21,2024-03-20 21:36:00
Mall,Macchiato,Coffee,2.26,1.18,1.08,2,4.52,2.16,2024,March,Saturday,9,5,2024-03-09 05:15:00
Mall,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,January,Tuesday,2,23,2024-01-02 23:23:00
Mall,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,January,Sunday,14,18,2024-01-14 18:34:00
Downtown,Wrap,Food,4.36,2.28,2.08,1,4.36,2.08,2024,March,Tuesday,5,18,2024-03-05 18:23:00
Financial District,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,March,Sunday,17,23,2024-03-17 23:30:00
Downtown,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,February,Tuesday,27,16,2024-02-27 16:24:00
Mall,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,February,Tuesday,6,7,2024-02-06 07:18:00
Downtown,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,January,Monday,29,1,2024-01-29 01:48:00
Financial District,Macchiato,Coffee,2.26,1.18,1.08,2,4.52,2.16,2024,February,Thursday,15,12,2024-02-15 12:33:00
Suburbs,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,March,Monday,18,17,2024-03-18 17:24:00
University District,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,February,Monday,19,16,2024-02-19 16:15:00
Mall,Mocha,Coffee,2.7,1.41,1.29,5,13.5,6.45,2024,March,Tuesday,26,23,2024-03-26 23:45:00
Mall,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,April,Wednesday,24,16,2024-04-24 16:07:00
Financial District,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,April,Friday,12,14,2024-04-12 14:03:00
Suburbs,Latte,Coffee,6.28,3.28,3.0,3,18.84,9.0,2024,January,Wednesday,24,1,2024-01-24 01:22:00
Suburbs,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,April,Thursday,25,12,2024-04-25 12:17:00
University District,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,January,Sunday,28,5,2024-01-28 05:28:00
Suburbs,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,January,Saturday,27,22,2024-01-27 22:45:00
Financial District,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,April,Monday,29,4,2024-04-29 04:46:00
Suburbs,Wrap,Food,4.36,2.28,2.08,1,4.36,2.08,2024,February,Tuesday,6,8,2024-02-06 08:40:00
Financial District,Americano,Coffee,4.69,2.45,2.24,4,18.76,8.96,2024,March,Friday,15,10,2024-03-15 10:54:00
Mall,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,March,Sunday,17,12,2024-03-17 12:08:00
Mall,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,March,Monday,4,2,2024-03-04 02:12:00
Mall,Cappuccino,Coffee,5.29,2.76,2.53,2,10.58,5.06,2024,February,Monday,19,11,2024-02-19 11:11:00
Downtown,Sandwich,Food,2.83,1.48,1.35,3,8.49,4.05,2024,February,Sunday,25,3,2024-02-25 03:34:00
Mall,Americano,Coffee,4.69,2.45,2.24,3,14.07,6.72,2024,March,Thursday,14,19,2024-03-14 19:04:00
Financial District,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,January,Thursday,4,9,2024-01-04 09:26:00
University District,Smoothie,Food,3.94,2.06,1.88,2,7.88,3.76,2024,January,Wednesday,3,14,2024-01-03 14:51:00
Suburbs,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,March,Thursday,7,19,2024-03-07 19:03:00
Mall,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,February,Sunday,11,0,2024-02-11 00:30:00
Downtown,Smoothie,Food,3.94,2.06,1.88,3,11.82,5.64,2024,March,Sunday,24,19,2024-03-24 19:51:00
Downtown,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,April,Saturday,27,21,2024-04-27 21:04:00
Financial District,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,February,Friday,2,10,2024-02-02 10:06:00
University District,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,February,Friday,2,18,2024-02-02 18:33:00
Mall,Mocha,Coffee,2.7,1.41,1.29,3,8.1,3.87,2024,February,Sunday,25,23,2024-02-25 23:50:00
Mall,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,March,Monday,4,8,2024-03-04 08:10:00
Downtown,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,March,Thursday,28,3,2024-03-28 03:41:00
Financial District,Americano,Coffee,4.69,2.45,2.24,2,9.38,4.48,2024,February,Thursday,1,2,2024-02-01 02:05:00
Downtown,Americano,Coffee,4.69,2.45,2.24,2,9.38,4.48,2024,March,Thursday,28,10,2024-03-28 10:10:00
Downtown,Tea,Drink,3.31,1.73,1.58,2,6.62,3.16,2024,March,Tuesday,5,15,2024-03-05 15:35:00
University District,Wrap,Food,4.36,2.28,2.08,1,4.36,2.08,2024,April,Thursday,18,0,2024-04-18 00:39:00
Financial District,Wrap,Food,4.36,2.28,2.08,2,8.72,4.16,2024,March,Thursday,28,21,2024-03-28 21:44:00
University District,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,February,Wednesday,28,4,2024-02-28 04:04:00
Financial District,Iced Latte,Coffee,4.71,2.46,2.25,2,9.42,4.5,2024,April,Wednesday,3,17,2024-04-03 17:56:00
